S. No.,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Severity,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Hotspot
5444,5553883,HN363834,7/14/07 8:00 AM,0000X N WACKER DR,890,THEFT,FROM BUILDING,Medium,OTHER,FALSE,FALSE,111,1,42,32,6,1173863,1900534,2007,04/15/2016 08:55:02 AM,41.88247755,-87.63702811,"(41.882477553, -87.637028112)",No
5445,5553890,HN362573,7/24/07 4:00 PM,093XX S MARQUETTE AVE,560,ASSAULT,SIMPLE,Low,SIDEWALK,TRUE,FALSE,423,4,7,48,08A,1195885,1843528,2007,04/15/2016 08:55:02 AM,41.72553146,-87.55805286,"(41.72553146, -87.558052862)",No
5446,5553891,HN359585,7/16/07 11:15 AM,043XX W WABANSIA AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,Low,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,2534,25,31,23,08B,1147025,1910941,2007,04/15/2016 08:55:02 AM,41.91159074,-87.73531182,"(41.911590736, -87.73531182)",No
5447,5553896,HN362022,7/24/07 11:00 AM,005XX E 51ST ST,890,THEFT,FROM BUILDING,Medium,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,234,2,4,40,6,1180899,1871322,2007,04/15/2016 08:55:02 AM,41.80215834,-87.61209293,"(41.802158343, -87.612092926)",No
5448,5553898,HN362045,7/24/07 11:45 AM,061XX S WESTERN AVE,860,THEFT,RETAIL THEFT,High,DEPARTMENT STORE,TRUE,FALSE,825,8,15,66,6,1161427,1863804,2007,04/15/2016 08:55:02 AM,41.78195413,-87.68371315,"(41.781954133, -87.683713146)",Yes
5449,5553901,HN362955,7/24/07 6:37 PM,017XX N PULASKI RD,610,BURGLARY,FORCIBLE ENTRY,Low,APARTMENT,FALSE,FALSE,2534,25,30,23,5,1149449,1911135,2007,04/15/2016 08:55:02 AM,41.91207637,-87.72640169,"(41.912076368, -87.726401686)",No
5450,5553902,HN362148,7/24/07 1:06 PM,056XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,High,APARTMENT,FALSE,FALSE,234,2,20,40,14,1179887,1867687,2007,04/15/2016 08:55:02 AM,41.79220682,-87.61591557,"(41.792206818, -87.615915568)",Yes
5451,5553903,HN352883,7/19/07 7:33 PM,109XX S MICHIGAN AVE,2027,NARCOTICS,POSS: CRACK,High,SIDEWALK,FALSE,FALSE,513,5,9,49,18,1178850,1832546,2007,04/15/2016 08:55:02 AM,41.69579945,-87.62078505,"(41.695799448, -87.620785048)",Yes
5452,5553904,HN361278,7/23/07 10:30 PM,058XX W FULLERTON AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,High,SIDEWALK,FALSE,FALSE,2515,25,37,19,04B,1137239,1915361,2007,04/15/2016 08:55:02 AM,41.92390133,-87.77115659,"(41.923901331, -87.771156586)",Yes
5453,5553906,HN362073,7/18/07 7:00 PM,061XX S LAFLIN ST,610,BURGLARY,FORCIBLE ENTRY,Low,RESIDENCE,FALSE,FALSE,713,7,15,67,5,1167389,1864003,2007,04/15/2016 08:55:02 AM,41.78237453,-87.66184918,"(41.782374533, -87.661849176)",No
5454,5553909,HN363390,7/24/07 11:07 PM,024XX W ALBION AVE,460,BATTERY,SIMPLE,Low,SIDEWALK,FALSE,FALSE,2412,24,50,2,08B,1158894,1943738,2007,04/15/2016 08:55:02 AM,42.0013522,-87.6908053,"(42.001352197, -87.690805303)",No
5455,5553913,HN356482,7/21/07 5:45 PM,060XX S MAPLEWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,Medium,VEHICLE NON-COMMERCIAL,TRUE,FALSE,825,8,15,66,18,1160409,1864454,2007,04/15/2016 08:55:02 AM,41.78375887,-87.68742752,"(41.783758866, -87.687427517)",Yes
5456,5553918,HN359196,7/22/07 11:13 PM,055XX S LAFAYETTE AVE,620,BURGLARY,UNLAWFUL ENTRY,Low,RESIDENCE,FALSE,FALSE,233,2,3,40,5,1176926,1868130,2007,04/15/2016 08:55:02 AM,41.79348975,-87.62675966,"(41.793489746, -87.626759657)",No
5457,5553920,HN360058,7/20/07 11:00 AM,035XX N ELSTON AVE,820,THEFT,$500 AND UNDER,Low,OTHER,FALSE,FALSE,1733,17,35,21,6,1154337,1923578,2007,04/15/2016 08:55:02 AM,41.94612462,-87.70811114,"(41.946124621, -87.708111142)",No
5458,5553924,HN360307,7/23/07 2:10 PM,025XX E 77TH ST,2820,BATTERY,TELEPHONE THREAT,Low,APARTMENT,FALSE,FALSE,421,4,7,43,26,1194328,1854398,2007,04/15/2016 08:55:02 AM,41.755398,-87.56339987,"(41.755397998, -87.563399873)",No
5459,5553925,HN363591,7/27/07 2:02 AM,056XX S COTTAGE GROVE AVE,610,BURGLARY,FORCIBLE ENTRY,Low,RESTAURANT,TRUE,FALSE,2133,2,5,41,5,1182545,1867691,2007,04/15/2016 08:55:02 AM,41.79215651,-87.60616908,"(41.792156514, -87.60616908)",No
5460,5553926,HN361166,7/23/07 9:15 PM,014XX N LAVERGNE AVE,460,BATTERY,SIMPLE,Low,SIDEWALK,FALSE,TRUE,2533,25,37,25,08B,1142773,1909183,2007,04/15/2016 08:55:02 AM,41.90684688,-87.75097637,"(41.906846881, -87.750976366)",No
5461,5553931,HN354882,7/20/07 9:49 PM,059XX S WASHTENAW AVE,2022,NARCOTICS,POSS: COCAINE,High,SIDEWALK,TRUE,FALSE,824,8,16,66,18,1159389,1865260,2007,04/15/2016 08:55:02 AM,41.78599161,-87.69114516,"(41.785991607, -87.691145158)",Yes
5462,5553933,HN362581,7/24/07 4:00 PM,097XX S MERRION AVE,460,BATTERY,SIMPLE,Low,STREET,FALSE,FALSE,431,4,7,51,08B,1192688,1840655,2007,04/15/2016 08:55:02 AM,41.71772608,-87.56985672,"(41.717726083, -87.569856723)",No
5463,5553935,HN362966,7/24/07 7:05 PM,051XX S PULASKI RD,850,THEFT,ATTEMPT THEFT,Low,DEPARTMENT STORE,FALSE,FALSE,822,8,23,62,6,1150573,1870126,2007,04/15/2016 08:55:02 AM,41.7995208,-87.72334268,"(41.799520795, -87.723342683)",No
5464,5553938,HN360351,7/23/07 2:00 PM,012XX N PULASKI RD,620,BURGLARY,UNLAWFUL ENTRY,Low,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2535,25,27,23,5,1149495,1907905,2007,04/15/2016 08:55:02 AM,41.90321204,-87.72631667,"(41.903212037, -87.726316667)",No
5465,5553940,HN362115,7/24/07 11:50 AM,068XX S STEWART AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,Medium,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,722,7,6,68,08A,1174651,1859743,2007,04/15/2016 08:55:02 AM,41.77052591,-87.63535149,"(41.770525914, -87.635351487)",No
5466,5553942,HN352212,7/19/07 12:40 PM,014XX S HARDING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,Medium,STREET,TRUE,FALSE,1011,10,24,29,18,1150279,1892818,2007,04/15/2016 08:55:02 AM,41.86179641,-87.72383044,"(41.861796406, -87.723830438)",Yes
5467,5553944,HN362064,7/24/07 12:22 PM,007XX E 47TH ST,560,ASSAULT,SIMPLE,Low,OTHER,FALSE,FALSE,223,2,4,38,08A,1181891,1874009,2007,04/15/2016 08:55:02 AM,41.80950879,-87.60837177,"(41.80950879, -87.608371773)",No
5468,5553947,HN005050,7/24/07 2:50 AM,025XX W DEVON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,STREET,FALSE,FALSE,2413,24,50,2,08B,1158302,1942394,2007,04/15/2016 08:55:02 AM,41.99767638,-87.69302016,"(41.997676381, -87.693020157)",No
5469,5553954,HN362839,7/17/07 12:30 PM,051XX W MONTROSE AVE,2820,BATTERY,TELEPHONE THREAT,Low,RESIDENCE,FALSE,FALSE,1624,16,45,15,26,1141426,1928771,2007,04/15/2016 08:55:02 AM,41.96062331,-87.7554395,"(41.960623307, -87.755439501)",No
5470,5553955,HN362878,7/24/07 6:44 PM,028XX E 83RD ST,460,BATTERY,SIMPLE,Low,GROCERY FOOD STORE,FALSE,FALSE,423,4,7,46,08B,1196754,1850490,2007,04/15/2016 08:55:02 AM,41.74461423,-87.55463901,"(41.744614234, -87.554639013)",No
5471,5553956,HN361804,7/24/07 9:00 AM,018XX N LINDER AVE,610,BURGLARY,FORCIBLE ENTRY,Low,RESIDENCE-GARAGE,FALSE,FALSE,2532,25,37,25,5,1139444,1911586,2007,04/15/2016 08:55:02 AM,41.91350236,-87.76314665,"(41.913502358, -87.763146653)",No
5472,5553957,HN362257,7/24/07 12:30 PM,042XX S COTTAGE GROVE AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,High,CHA PARKING LOT/GROUNDS,FALSE,FALSE,213,2,4,38,04A,1182309,1877148,2007,04/15/2016 08:55:02 AM,41.81811276,-87.60674129,"(41.81811276, -87.60674129)",Yes
5473,5553959,HN360415,7/23/07 2:00 PM,001XX E PERSHING RD,810,THEFT,OVER $500,High,ALLEY,FALSE,FALSE,211,2,3,35,6,1177960,1879170,2007,04/15/2016 08:55:02 AM,41.8237611,-87.62263332,"(41.823761102, -87.622633324)",Yes
5474,5553961,HN362900,7/24/07 6:50 PM,031XX W 63RD ST,860,THEFT,RETAIL THEFT,High,SMALL RETAIL STORE,TRUE,FALSE,823,8,15,66,6,1156591,1862690,2007,04/15/2016 08:55:02 AM,41.77899604,-87.70147332,"(41.778996043, -87.701473317)",Yes
5475,5553970,HN363850,7/27/07 8:50 AM,006XX N OGDEN AVE,560,ASSAULT,SIMPLE,Low,STREET,FALSE,FALSE,1324,12,27,24,08A,1168255,1904260,2007,04/15/2016 08:55:02 AM,41.89282497,-87.6575129,"(41.892824974, -87.657512898)",No
5476,5553971,HN358305,7/22/07 4:00 PM,002XX E PERSHING RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,STREET,FALSE,FALSE,211,2,3,35,08B,1178744,1879190,2007,04/15/2016 08:55:02 AM,41.82379815,-87.61975652,"(41.823798151, -87.619756522)",No
5477,5553973,HN358345,7/22/07 3:00 PM,012XX N MONTICELLO AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,Low,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2535,25,26,23,08B,1151811,1908030,2007,04/15/2016 08:55:02 AM,41.90350976,-87.71780617,"(41.903509764, -87.717806169)",No
5478,5553974,HN355265,7/21/07 8:02 AM,071XX S TALMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,Medium,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,831,8,18,66,18,1159944,1857132,2007,04/15/2016 08:55:02 AM,41.76367582,-87.68933341,"(41.763675823, -87.689333409)",Yes
5479,5553975,HN363005,7/24/07 8:00 PM,086XX S KENWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,SIDEWALK,FALSE,TRUE,412,4,8,45,08B,1186747,1847885,2007,04/15/2016 08:55:02 AM,41.7377085,-87.59138767,"(41.737708498, -87.591387671)",No
5480,5553976,HN362251,7/24/07 1:25 PM,016XX N MOBILE AVE,620,BURGLARY,UNLAWFUL ENTRY,Low,RESIDENCE,TRUE,FALSE,2513,25,29,25,5,1133948,1910271,2007,04/15/2016 08:55:02 AM,41.90999232,-87.78336916,"(41.909992322, -87.783369159)",No
5481,5553977,HN362128,7/24/07 12:20 PM,007XX W GARFIELD BLVD,460,BATTERY,SIMPLE,Low,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,711,7,3,68,08B,1172401,1868271,2007,04/15/2016 08:55:02 AM,41.79397752,-87.64334823,"(41.793977524, -87.643348231)",No
5482,5553979,HN361476,7/24/07 2:54 AM,073XX N CLAREMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,TRUE,FALSE,2411,24,49,2,14,1159381,1948590,2007,04/15/2016 08:55:02 AM,42.01465619,-87.68887934,"(42.014656191, -87.688879335)",Yes
5483,5553980,HN363820,7/21/07 10:30 AM,019XX W OGDEN AVE,5002,BATTERY,OTHER VEHICLE OFFENSE,Low,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,1224,12,2,28,26,1163312,1897077,2007,04/15/2016 08:55:02 AM,41.87321963,-87.67586867,"(41.873219626, -87.675868666)",No
5484,5553982,HN363856,7/21/07 6:00 PM,063XX S MORGAN ST,890,THEFT,FROM BUILDING,Medium,CURRENCY EXCHANGE,FALSE,FALSE,723,7,16,68,6,1170730,1862880,2007,04/15/2016 08:55:02 AM,41.77922064,-87.64963288,"(41.779220641, -87.649632877)",No
5485,5553985,HN363842,7/24/07 8:00 PM,018XX W ARMITAGE AVE,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,1434,14,32,22,6,1163868,1913341,2007,04/15/2016 08:55:02 AM,41.91783758,-87.673368,"(41.917837576, -87.673368002)",No
5486,5553989,HN358738,7/22/07 6:45 PM,055XX W NORTH AVE,460,BATTERY,SIMPLE,Low,STREET,FALSE,FALSE,2532,25,37,25,08B,1138925,1910082,2007,04/15/2016 08:55:02 AM,41.90938466,-87.76508999,"(41.90938466, -87.765089988)",No
5487,5553991,HN359991,7/23/07 9:30 AM,040XX W DIVISION ST,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,2534,25,27,23,6,1149082,1907696,2007,04/15/2016 08:55:02 AM,41.90264653,-87.72783913,"(41.90264653, -87.727839132)",No
5488,5554340,HN362616,7/24/07 4:15 PM,073XX S PERRY AVE,560,ASSAULT,SIMPLE,Low,SIDEWALK,FALSE,FALSE,731,7,6,69,08A,1176666,1856347,2007,04/15/2016 08:55:02 AM,41.7611618,-87.6280674,"(41.761161798, -87.628067401)",No
5489,5553992,HN360847,7/23/07 6:42 PM,040XX N PULASKI RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,RESIDENCE,FALSE,TRUE,1722,17,39,16,08B,1149004,1926543,2007,04/15/2016 08:55:02 AM,41.95436589,-87.7276366,"(41.954365887, -87.727636602)",No
5490,5553996,HN361690,7/24/07 8:20 AM,002XX E PERSHING RD,460,BATTERY,SIMPLE,Low,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,211,2,3,35,08B,1178744,1879190,2007,04/15/2016 08:55:02 AM,41.82379815,-87.61975652,"(41.823798151, -87.619756522)",No
5491,5553997,HN360115,7/23/07 12:36 PM,063XX N CALIFORNIA AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,High,OTHER,FALSE,FALSE,2413,24,50,2,14,1156517,1941942,2007,04/15/2016 08:55:02 AM,41.99647251,-87.69959884,"(41.996472514, -87.69959884)",Yes
5492,5554003,HN363067,7/24/07 8:15 PM,010XX E 93RD ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,High,SIDEWALK,FALSE,FALSE,413,4,8,47,04B,1184707,1843524,2007,04/15/2016 08:55:02 AM,41.72578945,-87.59899792,"(41.725789447, -87.598997917)",Yes
5493,5554004,HN359105,7/22/07 9:34 PM,061XX N FAIRFIELD AVE,460,BATTERY,SIMPLE,Low,RESIDENCE,TRUE,FALSE,2413,24,50,2,08B,1156889,1940684,2007,04/15/2016 08:55:02 AM,41.99301295,-87.69826473,"(41.993012947, -87.698264731)",No
5494,5554006,HN358159,7/22/07 2:20 PM,059XX S WABASH AVE,460,BATTERY,SIMPLE,Low,ALLEY,FALSE,FALSE,233,2,20,40,08B,1177731,1865665,2007,04/15/2016 08:55:02 AM,41.78670735,-87.6238824,"(41.786707351, -87.6238824)",No
5495,5554008,HN355644,7/21/07 11:30 AM,031XX W 81ST ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,Medium,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,835,8,18,70,26,1156910,1850733,2007,04/15/2016 08:55:02 AM,41.74617775,-87.70062625,"(41.746177751, -87.700626251)",Yes
5496,5554011,HN362417,7/24/07 7:35 AM,099XX S ABERDEEN ST,610,BURGLARY,FORCIBLE ENTRY,Low,RESIDENCE,FALSE,FALSE,2232,22,34,73,5,1170741,1838823,2007,04/15/2016 08:55:02 AM,41.71320476,-87.65029264,"(41.713204759, -87.650292641)",No
5497,5554018,HN360822,7/19/07 4:30 PM,040XX N KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,1722,17,39,16,14,1148121,1926739,2007,04/15/2016 08:55:02 AM,41.95492081,-87.7308776,"(41.954920805, -87.730877598)",Yes
5498,5554019,HN181520,2/17/07 11:57 AM,024XX E 79TH ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,High,VEHICLE NON-COMMERCIAL,TRUE,FALSE,421,4,7,43,18,1194010,1853067,2007,04/15/2016 08:55:02 AM,41.75175343,-87.56460882,"(41.751753433, -87.564608821)",Yes
5499,5554024,HN360771,7/23/07 6:08 PM,023XX W HOWARD ST,560,ASSAULT,SIMPLE,Low,SMALL RETAIL STORE,FALSE,FALSE,2411,24,49,2,08A,1159236,1950365,2007,04/15/2016 08:55:02 AM,42.01952983,-87.68936374,"(42.019529832, -87.689363741)",No
5500,5554025,HN359110,7/22/07 10:15 PM,0000X N LEAVITT ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,STREET,FALSE,FALSE,1332,12,2,28,08B,1161739,1900414,2007,04/15/2016 08:55:02 AM,41.88240957,-87.68155087,"(41.882409568, -87.68155087)",No
5501,5554026,HN363107,7/24/07 8:30 PM,084XX S COLFAX AVE,460,BATTERY,SIMPLE,Low,VEHICLE NON-COMMERCIAL,FALSE,FALSE,423,4,7,46,08B,1194964,1849614,2007,04/15/2016 08:55:02 AM,41.74225468,-87.56122647,"(41.742254682, -87.561226467)",No
5502,5554028,HN362711,7/24/07 5:30 PM,032XX N TROY ST,560,ASSAULT,SIMPLE,Low,APARTMENT,FALSE,FALSE,1733,17,33,21,08A,1154809,1921405,2007,04/15/2016 08:55:02 AM,41.94015229,-87.70643463,"(41.940152294, -87.706434633)",No
5503,5554032,HN363124,7/23/07 6:30 PM,021XX N MULLIGAN AVE,810,THEFT,OVER $500,High,STREET,FALSE,FALSE,2512,25,29,19,6,1133730,1913643,2007,04/15/2016 08:55:02 AM,41.91924934,-87.78409069,"(41.919249338, -87.784090688)",Yes
5504,5554033,HN363497,7/27/07 12:45 AM,015XX W 91ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,RESIDENCE,FALSE,TRUE,2221,22,21,73,08B,1167460,1844381,2007,04/15/2016 08:55:02 AM,41.72852756,-87.66215011,"(41.72852756, -87.662150113)",No
5505,5554035,HN361145,7/23/07 8:57 PM,013XX N LOREL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,APARTMENT,FALSE,TRUE,2532,25,37,25,08B,1140395,1908388,2007,04/15/2016 08:55:02 AM,41.90470928,-87.75973139,"(41.904709279, -87.759731392)",No
5506,5554037,HN355735,7/21/07 12:34 PM,039XX W 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,Medium,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,834,8,18,70,18,1151370,1851889,2007,04/15/2016 08:55:02 AM,41.74946001,-87.72089612,"(41.749460005, -87.72089612)",Yes
5507,5554042,HN362189,7/24/07 1:36 PM,056XX S MARSHFIELD AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,High,RESIDENCE,FALSE,TRUE,715,7,15,67,04B,1166306,1867238,2007,04/15/2016 08:55:02 AM,41.79127491,-87.66572767,"(41.791274914, -87.665727671)",Yes
5508,5554043,HN357029,7/21/07 10:50 PM,068XX S MERRILL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,Medium,ALLEY,TRUE,FALSE,331,3,5,43,18,1191722,1860071,2007,04/15/2016 08:55:02 AM,41.77102876,-87.5727662,"(41.771028764, -87.572766195)",Yes
5509,5554045,HN005052,7/24/07 3:24 PM,064XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESIDENCE-GARAGE,FALSE,FALSE,2432,24,40,1,14,1164254,1943116,2007,04/15/2016 08:55:02 AM,41.99953335,-87.67110442,"(41.999533347, -87.671104423)",Yes
5510,5554046,HN361173,7/23/07 9:46 PM,058XX S DR MARTIN LUTHER KING JR DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,PARK PROPERTY,FALSE,FALSE,234,2,20,40,08B,1179919,1866481,2007,04/15/2016 08:55:02 AM,41.78889671,-87.61583514,"(41.788896709, -87.615835136)",No
5511,5554050,HN349824,7/18/07 10:35 AM,047XX S CALUMET AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,High,VACANT LOT/LAND,TRUE,FALSE,224,2,3,38,18,1179234,1873604,2007,04/15/2016 08:55:02 AM,41.80845853,-87.61812947,"(41.808458527, -87.618129467)",Yes
5512,5554051,HN361944,7/22/07 6:30 AM,040XX W 56TH ST,890,THEFT,FROM BUILDING,Medium,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,813,8,13,62,6,1150224,1867157,2007,04/15/2016 08:55:02 AM,41.7913802,-87.72469966,"(41.791380199, -87.724699662)",No
5513,5554053,HN363577,7/27/07 1:30 AM,027XX W PETERSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESTAURANT,FALSE,FALSE,2413,24,50,2,14,1156821,1939749,2007,04/15/2016 08:55:02 AM,41.99044865,-87.69854035,"(41.99044865, -87.698540354)",Yes
5514,5554054,HN363161,7/24/07 9:07 PM,061XX S COTTAGE GROVE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,OTHER,TRUE,TRUE,313,3,20,42,08B,1182618,1864567,2007,04/15/2016 08:55:02 AM,41.78358229,-87.60599831,"(41.783582287, -87.60599831)",No
5515,5554056,HN361286,7/23/07 5:36 PM,007XX W WEBSTER AVE,320,THEFT,STRONGARM - NO WEAPON,Medium,PARK PROPERTY,FALSE,FALSE,1812,18,43,7,3,1170869,1914852,2007,04/15/2016 08:55:02 AM,41.92183312,-87.64760178,"(41.921833115, -87.647601781)",No
5516,5554057,HN343308,7/17/07 6:27 AM,078XX S LANGLEY AVE,620,BURGLARY,UNLAWFUL ENTRY,Low,APARTMENT,TRUE,FALSE,624,6,6,69,5,1182252,1853230,2007,04/15/2016 08:55:02 AM,41.75248093,-87.60769085,"(41.752480926, -87.607690852)",No
5517,5554058,HN360863,7/23/07 6:40 PM,049XX W NORTH AVE,860,THEFT,RETAIL THEFT,High,DEPARTMENT STORE,TRUE,FALSE,2533,25,37,25,6,1142988,1910178,2007,04/15/2016 08:55:02 AM,41.90957326,-87.75016172,"(41.909573262, -87.750161722)",Yes
5518,5554062,HN181602,2/17/07 12:45 PM,035XX W HURON ST,2017,NARCOTICS,MANU/DELIVER:CRACK,High,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1121,11,27,23,18,1152444,1904436,2007,04/15/2016 08:55:02 AM,41.89363499,-87.71557606,"(41.893634992, -87.715576064)",Yes
5519,5554063,HN362192,7/24/07 10:20 AM,063XX S WINCHESTER AVE,810,THEFT,OVER $500,High,RESIDENCE,FALSE,FALSE,726,7,15,67,6,1164446,1862562,2007,04/15/2016 08:55:02 AM,41.7784828,-87.67267966,"(41.778482801, -87.672679658)",Yes
5520,5554067,HN362729,7/23/07 4:45 AM,072XX S SOUTH SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,High,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,334,3,7,43,14,1194878,1857803,2007,04/15/2016 08:55:02 AM,41.76472805,-87.56127231,"(41.764728045, -87.561272312)",Yes
5521,5554068,HN360200,7/17/07 3:00 PM,049XX S ARCHER AVE,890,THEFT,FROM BUILDING,Medium,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,821,8,14,57,6,1150934,1871470,2007,04/15/2016 08:55:02 AM,41.80320189,-87.72198373,"(41.803201891, -87.72198373)",No
5522,5554069,HN360781,7/23/07 5:46 PM,012XX N MONTICELLO AVE,5007,BATTERY,OTHER WEAPONS VIOLATION,High,SIDEWALK,TRUE,FALSE,2535,25,26,23,26,1151814,1907929,2007,04/15/2016 08:55:02 AM,41.90323255,-87.71779781,"(41.903232551, -87.717797811)",Yes
5523,5554072,HN362416,7/24/07 2:15 PM,007XX E 50TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESIDENCE,FALSE,FALSE,223,2,4,38,14,1181897,1871687,2007,04/15/2016 08:55:02 AM,41.8031369,-87.6084216,"(41.803136895, -87.6084216)",Yes
5524,5554075,HN363370,7/24/07 11:08 PM,016XX W MONTEREY AVE,820,THEFT,$500 AND UNDER,Low,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2234,22,34,75,6,1167110,1830271,2007,04/15/2016 08:55:02 AM,41.68981495,-87.66383411,"(41.689814946, -87.663834113)",No
5525,5554076,HN362227,7/24/07 11:40 AM,003XX W 74TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,APARTMENT,FALSE,TRUE,731,7,17,69,08B,1175111,1855879,2007,04/15/2016 08:55:02 AM,41.75991239,-87.63378051,"(41.759912394, -87.633780509)",No
5526,5554080,HN363559,7/27/07 1:52 AM,016XX W DEVON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,High,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2432,24,40,1,14,1164303,1942584,2007,04/15/2016 08:55:02 AM,41.99807249,-87.67093931,"(41.998072486, -87.670939306)",Yes
5527,5554082,HN363815,7/24/07 6:50 AM,020XX W HASTINGS ST,810,THEFT,OVER $500,High,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1224,12,2,28,6,1163044,1893723,2007,04/15/2016 08:55:02 AM,41.86402157,-87.67694678,"(41.864021574, -87.676946783)",Yes
5528,5554086,HN361988,7/24/07 10:00 AM,061XX N MOODY AVE,2825,BATTERY,HARASSMENT BY TELEPHONE,Low,APARTMENT,FALSE,TRUE,1611,16,45,10,26,1134233,1940508,2007,04/15/2016 08:55:02 AM,41.99296078,-87.78160709,"(41.992960784, -87.781607086)",No
5529,5554088,HN005057,7/24/07 3:55 AM,031XX N LUNA AVE,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,2514,25,30,19,6,1138816,1920389,2007,04/15/2016 08:55:02 AM,41.93767018,-87.76523957,"(41.937670182, -87.765239568)",No
5530,5554090,HN360669,7/23/07 5:18 PM,038XX W NORTH AVE,560,ASSAULT,SIMPLE,Low,GROCERY FOOD STORE,FALSE,FALSE,2535,25,30,23,08A,1150313,1910356,2007,04/15/2016 08:55:02 AM,41.9099219,-87.72324793,"(41.909921897, -87.723247929)",No
5531,5554093,HN363368,7/24/07 8:45 PM,070XX S DORCHESTER AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,High,STREET,FALSE,FALSE,321,3,5,43,04A,1186750,1858747,2007,04/15/2016 08:55:02 AM,41.7675148,-87.59103334,"(41.7675148, -87.591033336)",Yes
5532,5554095,HN362243,7/24/07 12:45 PM,074XX S WENTWORTH AVE,650,BURGLARY,HOME INVASION,High,RESIDENCE,FALSE,FALSE,731,7,17,69,5,1176243,1855723,2007,04/15/2016 08:55:02 AM,41.75945898,-87.62963643,"(41.759458976, -87.629636427)",Yes
5533,5554097,HN354748,7/20/07 8:08 PM,111XX S INDIANA AVE,2027,NARCOTICS,POSS: CRACK,High,STREET,FALSE,FALSE,531,5,9,49,18,1179553,1831124,2007,04/15/2016 08:55:02 AM,41.69188129,-87.61825436,"(41.691881292, -87.618254356)",Yes
